objectid_1;objectid;id_rte500;vocation;nb_chausse;nb_voies;etat;acces;res_vert;sens;res_europe;num_route;class_adm;longueur;st_length_;st_length(shape);geo_shape;geo_point_2d
153;125537;125537;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A64;Autoroute;2.9000000999999997;2900.05493525;2900.0549352457533;"{""type"": ""LineString"", ""coordinates"": [[1.216787229581208, 43.31958896532306], [1.213601625292461, 43.31775566022817], [1.205799969291071, 43.31326960770551], [1.200089678004884, 43.309954282495816], [1.19695520692623, 43.30813483141613], [1.191744541737941, 43.304988459030724], [1.189392878071515, 43.30368127039936], [1.18883041329912, 43.30334881791797]]}";43.3114925309,1.20279456821
154;125538;125538;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A64;Autoroute;0.86000001;862.62792004;862.6279200383192;"{""type"": ""LineString"", ""coordinates"": [[1.278476818786528, 43.37598661747064], [1.276031358975465, 43.371429639310335], [1.27537871077596, 43.370074895527225], [1.275245762421852, 43.36998369369337], [1.27459366177744, 43.368776526677834]]}";43.372370985,1.27654200017
157;125541;125541;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A64;Autoroute;1.7699999800000001;1767.00657936;1767.0065793649187;"{""type"": ""LineString"", ""coordinates"": [[1.289182111071714, 43.398606407415265], [1.289009202787113, 43.39823743829558], [1.287582466972991, 43.39521480250625], [1.28343835429731, 43.38637122733313], [1.282499974294584, 43.384367701847424], [1.282124147313384, 43.38356628239168]]}";43.3910878564,1.28564991511
158;125542;125542;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A64;Autoroute;0.8899999900000001;892.94795139;892.9479513848233;"{""type"": ""LineString"", ""coordinates"": [[1.282124147313384, 43.38356628239168], [1.281950123090845, 43.38319638717844], [1.2816300392347921, 43.38251193004933], [1.2813931908087302, 43.38201505977175], [1.281181434559418, 43.38158697504125], [1.280383275758022, 43.37997439101206], [1.280072125868787, 43.379322466322456], [1.279250235349817, 43.377597919253546], [1.2787563350549, 43.37658135315453], [1.278476818786528, 43.37598661747064]]}";43.379776834,1.28029975823
168;141408;141408;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;3.5999999;3597.87819562;3597.87819561673;"{""type"": ""LineString"", ""coordinates"": [[1.111662334613197, 43.59647800978349], [1.111430429287467, 43.596600880862724], [1.111057392663385, 43.59675999824186], [1.109947007053868, 43.59716009309978], [1.109248578128418, 43.597422444849585], [1.108646134746442, 43.59762796218838], [1.108175268269657, 43.597824067562335], [1.107156648372867, 43.59818163194801], [1.106226733730609, 43.59847773201773], [1.10527545147192, 43.598633048219895], [1.102432635136073, 43.59887683447549], [1.10099703099426, 43.599034452662046], [1.098062361788423, 43.59932062077696], [1.093717403099031, 43.59974577629386], [1.09221739115072, 43.59990214912923], [1.091469433206378, 43.59997451364901], [1.090835494750671, 43.600044376807624], [1.090324719483768, 43.60009750089676], [1.089610325294876, 43.60016594259351], [1.087920325916017, 43.6003738170293], [1.086984431592681, 43.60058504730843], [1.086334466004526, 43.60087510922101], [1.085338683979125, 43.60135887953414], [1.083933615727077, 43.60208203140598], [1.083398425373899, 43.60234619994642], [1.082772876890408, 43.60264567265164], [1.081724595406718, 43.60314198546437], [1.079840311059883, 43.604155434953434], [1.079206755224665, 43.604470947243904], [1.078771237508974, 43.604679254263544], [1.07796528354661, 43.605075413921725], [1.077224252269526, 43.605308010719725], [1.07651932108472, 43.60546113870463], [1.07599468701687, 43.60551935155518], [1.074065544995102, 43.605723679622145], [1.072861473812779, 43.605839133563634], [1.070088206491023, 43.60609861777534]]}";43.601136882,1.09080413888
170;141411;141411;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;2.1099999;2112.8486994;2112.848699404465;"{""type"": ""LineString"", ""coordinates"": [[1.3058755176903452, 43.6059351949267], [1.302884562358654, 43.60576611994722], [1.296047128704281, 43.60537830908261], [1.285205135906123, 43.60476133919877], [1.2832417937236351, 43.604068848598786], [1.281047370034789, 43.60269948193375], [1.280843106187565, 43.60249015471786]]}";43.6050438202,1.29310585923
174;141415;141415;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;1.13999999;1137.03891148;1137.038911482524;"{""type"": ""LineString"", ""coordinates"": [[1.319913359937501, 43.606718357686894], [1.312931227902631, 43.60631677525755], [1.308406717975129, 43.606071830925316], [1.306771988957256, 43.60598426865694], [1.3058755176903452, 43.6059351949267]]}";43.6063207659,1.31289477401
175;141416;141416;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;0.23;228.42278817;228.4227881658312;"{""type"": ""LineString"", ""coordinates"": [[1.35579162736255, 43.60884666184837], [1.354931772774029, 43.60855465776523], [1.353229266913669, 43.607976289491596]]}";43.6084115061,1.3545104368
176;141417;141417;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;1.53999996;1538.7167477;1538.716747695666;"{""type"": ""LineString"", ""coordinates"": [[1.353229266913669, 43.607976289491596], [1.352477886885001, 43.60778940570764], [1.351979061967866, 43.607606347686776], [1.3511505052456, 43.607303988501215], [1.346946810450395, 43.60576147120724], [1.344966622297612, 43.60506895118713], [1.344165764092553, 43.604882155561555], [1.343115878932755, 43.604827451255126], [1.341441342458353, 43.60504579203688], [1.337842961845334, 43.60592136674377], [1.337528626235334, 43.60599845444677], [1.335931187694836, 43.60633218688302], [1.335467665653102, 43.606428582920316]]}";43.6059720663,1.34442342858
185;146579;146579;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;9.55000019;9554.33622727;9554.33622726883;"{""type"": ""LineString"", ""coordinates"": [[3.118157579475309, 44.384160243561446], [3.118366570973419, 44.3844570753712], [3.118778276669708, 44.385047144017726], [3.119052755055257, 44.38544202263079], [3.120250166764033, 44.38715824848923], [3.121883846139598, 44.38914763319538], [3.12402164347362, 44.391978091359235], [3.124699844059875, 44.39267225977729], [3.125439398744857, 44.39328533869596], [3.126176001128504, 44.39369317641483], [3.126834601896658, 44.39402368413197], [3.127778289425323, 44.39439256508177], [3.128828700877614, 44.39475951287853], [3.129817458461742, 44.39506171081284], [3.131843682565477, 44.39554269787655], [3.133702499481562, 44.39582941324018], [3.135886544451381, 44.396129199124395], [3.139071689838725, 44.39660321647332], [3.141293407200191, 44.39688214368361], [3.142008015869121, 44.396966741311395], [3.144718125471244, 44.39722966570048], [3.145646156845206, 44.39730315698365], [3.146378361830003, 44.397390403543966], [3.147072888875476, 44.397472294504986], [3.148016497423117, 44.39773838282285], [3.148906419766487, 44.39811615762103], [3.149645807985692, 44.398540038974524], [3.150284687462214, 44.39893614716031], [3.151100756795398, 44.39938601941869], [3.151686858516195, 44.39975878742784], [3.152548891344897, 44.40001684799165], [3.153369087498549, 44.400123730249696], [3.161983513566418, 44.400471469013404], [3.162126667976974, 44.400476659451556], [3.163005964616682, 44.40060498726715], [3.164076634629797, 44.400911258451664], [3.16464494730644, 44.401176863172495], [3.166417125077956, 44.402197702940605], [3.169360929561055, 44.40322572128561], [3.169568332800776, 44.403298316716594], [3.170265448052551, 44.40378783915403], [3.171097468705616, 44.40486946625943], [3.172934605186715, 44.40611424728666], [3.173380365936117, 44.406515927343776], [3.173639440866923, 44.40705292727529], [3.173771556074222, 44.40754691839185], [3.173835873592935, 44.407635934856415], [3.173903535304386, 44.40799590060623], [3.174101368249094, 44.408623914847055], [3.174165826003664, 44.40875794003123], [3.174548965256418, 44.4092047239762], [3.175564884858742, 44.41000607198936], [3.176200879313131, 44.410585674212314], [3.176519861672646, 44.410988445363124], [3.176650331120535, 44.411346508980394], [3.17672879898258, 44.412344686166854], [3.176863884397703, 44.41297279740092], [3.176992966768965, 44.41328675417072], [3.177250290053526, 44.41364461358481], [3.177823550017219, 44.414225208588554], [3.178456677408303, 44.4146697759891], [3.181112330005482, 44.41604272464569], [3.181682563992061, 44.41644326825198], [3.183204123955741, 44.41817630613306], [3.184127200947174, 44.41930810159075], [3.1841962537738002, 44.41968516426421], [3.184201103046655, 44.42001732498745], [3.183793798576599, 44.42184448453018], [3.183737246539522, 44.42222265756019], [3.183721023224226, 44.4226421720178], [3.183781585806499, 44.42311196902077], [3.1841329479958302, 44.423776621321764], [3.184573885229599, 44.424172866575525], [3.186077710323385, 44.425006612336006], [3.186398100433342, 44.425409355375535], [3.186594579914271, 44.42594733582072], [3.186862082386819, 44.427069418554645], [3.1871198284515, 44.42751727559571], [3.18775598873631, 44.42805180642615], [3.18915895948663, 44.42873445166653], [3.1899315483464132, 44.4291094022978], [3.190797182616834, 44.42950579110367], [3.192623805010432, 44.431358807177155], [3.194401237216061, 44.4334864401379], [3.194903742976984, 44.4342066067243], [3.195513037673253, 44.435285758876944], [3.195710312198306, 44.43565538810456], [3.195873772665406, 44.43605568372264], [3.195908770705555, 44.436366188253245], [3.195952747935479, 44.4367297882766], [3.19589185690385, 44.437287116464844], [3.195849842884835, 44.43749063495912], [3.195765826400106, 44.43790127270932]]}";44.4070656178,3.16064780018
188;146582;146582;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;5.78000021;5780.26063772;5780.2606377227185;"{""type"": ""LineString"", ""coordinates"": [[3.271112427829872, 44.820497298125794], [3.269574777646446, 44.82167507607866], [3.268586115309971, 44.82259221005266], [3.267156612478353, 44.823922749518246], [3.264672486318871, 44.82671162836177], [3.262247362291723, 44.829996397570675], [3.260778344111704, 44.83242715819706], [3.260007907916566, 44.83409188270195], [3.259573313117949, 44.83560636208817], [3.259361615773146, 44.83634513145449], [3.259034170914179, 44.83832753362825], [3.258638554914883, 44.840625212531], [3.25767572543344, 44.843147493476714], [3.256778470152622, 44.84508349667559], [3.256452008224878, 44.846480674772536], [3.256225746724116, 44.84792894051693], [3.256057255215664, 44.84900343277398], [3.25617457091538, 44.850583256269815], [3.2565484746676923, 44.85153044965343], [3.257300825183272, 44.852750468734065], [3.257799630709482, 44.85387743702993], [3.257921900397542, 44.854869327652686], [3.257825993933189, 44.85548448278953], [3.25765761363226, 44.856581488372], [3.25649922656098, 44.85987041560558], [3.2552729143195283, 44.86356374386621], [3.254904398202861, 44.86465310481402], [3.254318473863893, 44.866381306398054], [3.2541841753480982, 44.866639112113134], [3.253880915362321, 44.86704946218493], [3.253730134374459, 44.86730280336533], [3.253091887884713, 44.86811096789353], [3.252426622577104, 44.86882735526282], [3.252197292832231, 44.869071869577276]]}";44.8438353282,3.25946565131
196;146604;146604;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;0.38999999;392.34043015;392.3404301532313;"{""type"": ""LineString"", ""coordinates"": [[3.249430756672844, 44.58118679973712], [3.249650152104279, 44.582660014719586], [3.249733188246859, 44.58320627950602], [3.250089934650524, 44.58468548608184]]}";44.5829435375,3.24972235816
201;146624;146624;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;1.52999997;1529.21416681;1529.2141668132656;"{""type"": ""LineString"", ""coordinates"": [[3.059113681040717, 44.25587716917386], [3.059439800192243, 44.256347753097074], [3.059923914218027, 44.25699197227124], [3.060450472851109, 44.25749574821798], [3.060969569621734, 44.25804003110429], [3.061551315357884, 44.25859867846228], [3.062184343362883, 44.259083484389734], [3.063658357951423, 44.26006286666332], [3.063981742551937, 44.260275106284254], [3.064446728593436, 44.260544869469406], [3.065976857631297, 44.26124335199551], [3.067079488355879, 44.26158742916156], [3.071030008817247, 44.26260837972632], [3.074224019564115, 44.26355769304683]]}";44.2606104541,3.06613247607
207;146641;146641;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;7.42999983;7433.43856951;7433.438569505427;"{""type"": ""LineString"", ""coordinates"": [[3.084891813254293, 44.33193398288226], [3.08433929173647, 44.33313430543859], [3.084198032760264, 44.33344136429454], [3.083356174368488, 44.33576709049834], [3.083185181061507, 44.33633161378929], [3.083121728528046, 44.33668001976084], [3.083025353361037, 44.33767115789152], [3.082983329538248, 44.338094260327], [3.08304610563719, 44.33899436373565], [3.08320801160114, 44.339922297262646], [3.08338357431352, 44.34075120392279], [3.083671884454137, 44.3414819083764], [3.08397247574069, 44.34203077219413], [3.084912577180619, 44.34328216290779], [3.085199214867524, 44.34371311457831], [3.085990375421563, 44.3443192023504], [3.086817746370648, 44.34480553563958], [3.087759294400537, 44.34530077336479], [3.088487527383181, 44.345742165673805], [3.089790361321577, 44.34622899375236], [3.090090364394271, 44.346354770124485], [3.091542538307541, 44.34686395911341], [3.092515102232542, 44.347101686668076], [3.094734840245862, 44.34749586609108], [3.095270551066248, 44.347535910551194], [3.095985486643109, 44.34748127996718], [3.098380925436823, 44.347175812270386], [3.099560164406524, 44.34721975938626], [3.10071439825788, 44.347309624647416], [3.101464950992716, 44.347534873995066], [3.102707742266194, 44.34803150673174], [3.103861553352691, 44.34856331564458], [3.104976897858346, 44.34931118666027], [3.105767607817457, 44.35019258224667], [3.106545053954554, 44.351345832639225], [3.106984666998732, 44.352291470874384], [3.107345746255454, 44.352833013808706], [3.107975962404151, 44.35371725197284], [3.108131950007813, 44.353937637431194], [3.109527564818993, 44.355507033044205], [3.109742460523241, 44.35569135143744], [3.110715579530115, 44.356096348278626], [3.111605841149225, 44.356468114785855], [3.113371676927325, 44.35737817100037], [3.114404181614512, 44.35796220613824], [3.115406802561334, 44.358647981161326], [3.116125894257901, 44.35933764745072], [3.116757539278868, 44.36020473368131], [3.117131188418516, 44.36129443124968], [3.117231713557012, 44.36197124533263], [3.11725725875622, 44.36279486576762], [3.116459115012801, 44.36579415326611], [3.114798654675478, 44.37245351154015], [3.114640871336935, 44.373244021448635], [3.114589747543392, 44.37402811928568], [3.114606053712111, 44.374643816075626], [3.114906121075457, 44.375937042876856], [3.115000072282949, 44.37646714320417], [3.115714753422397, 44.3785754872047], [3.116698478241374, 44.38147929338488], [3.117227882731215, 44.38255443362715], [3.11794593344699, 44.383793200956106], [3.118157579475309, 44.384160243561446]]}";44.3556454788,3.10348754985
